ds,y
2018-01-10,783008
2018-01-11,774197
2018-01-12,730031
2018-01-13,392644
2018-01-14,291206
2018-01-15,463868
2018-01-16,779194
2018-01-17,787021
2018-01-18,788150
2018-01-19,784287
2018-01-20,438286
2018-01-21,316648
2018-01-22,781955
2018-01-23,795146
2018-01-24,808026
2018-01-25,813348
2018-01-26,806770
2018-01-27,455974
2018-01-28,320779
2018-01-29,774310
2018-01-30,801986
2018-01-31,815252
2018-02-01,824632
2018-02-02,706351
2018-02-03,435554
2018-02-04,279353
2018-02-05,734272
2018-02-06,783522
2018-02-07,790600
2018-02-08,782384
2018-02-09,480347
2018-02-10,399759
2018-02-11,294675
2018-02-12,771383
2018-02-13,832686
2018-02-14,846174
2018-02-15,819948
2018-02-16,803410
2018-02-17,438472
2018-02-18,345438
2018-02-19,569983
2018-02-20,786356
2018-02-21,831241
2018-02-22,833819
2018-02-23,820477
2018-02-24,461537
2018-02-25,347690
2018-02-26,825842
2018-02-27,846696
2018-02-28,837820
2018-03-01,807973
2018-03-02,838965
2018-03-03,489631
2018-03-04,360783
2018-03-05,793241
2018-03-06,818087
2018-03-07,829608
2018-03-08,813217
2018-03-09,806152
2018-03-10,471143
2018-03-11,339755
2018-03-12,798061
2018-03-13,808848
2018-03-14,834401
2018-03-15,829652
2018-03-16,808945
2018-03-17,471682
2018-03-18,361391
2018-03-19,807848
2018-03-20,808168
2018-03-21,815911
2018-03-22,807829
2018-03-23,789868
2018-03-24,424609
2018-03-25,331496
2018-03-26,685230
2018-03-27,688138
2018-03-28,719691
2018-03-29,692129
2018-03-30,672341
2018-03-31,428294
2018-04-01,305848
2018-04-02,782016
2018-04-03,816056
2018-04-04,823619
2018-04-05,817204
2018-04-06,792532
2018-04-07,466492
2018-04-08,335409
2018-04-09,773663
2018-04-10,798350
2018-04-11,849255
2018-04-12,836193
2018-04-13,729175
2018-04-14,417189
2018-04-15,300857
2018-04-16,773294
2018-04-17,830925
2018-04-18,783296
2018-04-19,774579
2018-04-20,812450
2018-04-21,455577
2018-04-22,348195
2018-04-23,810268
2018-04-24,826998
2018-04-25,838143
2018-04-26,837802
2018-04-27,812960
2018-04-28,480130
2018-04-29,354456
2018-04-30,817980
2018-05-01,876677
2018-05-02,834718
2018-05-03,840135
2018-05-04,830802
2018-05-05,506199
2018-05-06,359516
2018-05-07,821267
2018-05-08,841014
2018-05-09,803570
2018-05-10,838748
2018-05-11,788585
2018-05-12,440554
2018-05-13,335726
2018-05-14,742924
2018-05-15,809607
2018-05-16,824209
2018-05-17,807735
2018-05-18,784606
2018-05-19,461266
2018-05-20,321817
2018-05-21,709633
2018-05-22,819740
2018-05-23,827983
2018-05-24,813320
2018-05-25,797393
2018-05-26,474011
2018-05-27,382202
2018-05-28,364119
2018-05-29,797433
2018-05-30,793348
2018-05-31,819988
2018-06-01,851045
2018-06-02,496149
2018-06-03,383320
2018-06-04,820746
2018-06-05,826465
2018-06-06,820198
2018-06-07,821694
2018-06-08,779201
2018-06-09,464236
2018-06-10,332042
2018-06-11,781557
2018-06-12,807427
2018-06-13,783799
2018-06-14,795923
2018-06-15,775628
2018-06-16,472932
2018-06-17,351730
2018-06-18,742447
2018-06-19,779092
2018-06-20,741682
2018-06-21,628563
2018-06-22,669210
2018-06-23,487366
2018-06-24,382787
2018-06-25,730834
2018-06-26,714896
2018-06-27,734332
2018-06-28,751395
2018-06-29,748648
2018-06-30,473766
2018-07-01,353385
2018-07-02,734869
2018-07-03,771705
2018-07-04,384885
2018-07-05,652746
2018-07-06,720068
2018-07-07,485369
2018-07-08,376335
2018-07-09,742452
2018-07-10,766160
2018-07-11,772083
2018-07-12,755211
2018-07-13,753196
2018-07-14,471688
2018-07-15,380142
2018-07-16,731999
2018-07-17,768143
2018-07-18,770336
2018-07-19,765291
2018-07-20,721413
2018-07-21,469280
2018-07-22,339813
2018-07-23,742296
2018-07-24,766503
2018-07-25,763505
2018-07-26,758033
2018-07-27,729506
2018-07-28,484064
2018-07-29,374591
2018-07-30,718899
2018-07-31,733107
2018-08-01,778530
2018-08-02,743458
2018-08-03,765341
2018-08-04,480664
2018-08-05,368543
2018-08-06,688147
2018-08-07,710000
2018-08-08,737497
2018-08-09,725134
2018-08-10,728844
2018-08-11,498035
2018-08-12,372421
2018-08-13,705028
2018-08-14,722447
2018-08-15,710743
2018-08-16,720279
2018-08-17,702584
2018-08-18,493509
2018-08-19,380140
2018-08-20,668029
2018-08-21,714668
2018-08-22,747818
2018-08-23,751380
2018-08-24,692290
2018-08-25,472537
2018-08-26,358918
2018-08-27,751100
2018-08-28,751236
2018-08-29,752668
2018-08-30,776906
2018-08-31,773345
2018-09-01,457556
2018-09-02,393446
2018-09-03,330488
2018-09-04,864262
2018-09-05,854763
2018-09-06,819596
2018-09-07,814560
2018-09-08,486855
2018-09-09,361946
2018-09-10,844530
2018-09-11,861007
2018-09-12,865443
2018-09-13,851071
2018-09-14,841332
2018-09-15,498240
2018-09-16,375988
2018-09-17,839178
2018-09-18,846003
2018-09-19,844257
2018-09-20,840571
2018-09-21,829287
2018-09-22,497023
2018-09-23,373382
2018-09-24,829917
2018-09-25,843206
2018-09-26,868419
2018-09-27,858664
2018-09-28,824823
2018-09-29,492591
2018-09-30,365436
2018-10-01,878697
2018-10-02,870588
2018-10-03,910415
2018-10-04,875646
2018-10-05,798129
2018-10-06,471199
2018-10-07,325617
2018-10-08,700116
2018-10-09,882871
2018-10-10,831398
2018-10-11,860410
2018-10-12,824598
2018-10-13,494592
2018-10-14,362011
2018-10-15,836275
2018-10-16,856815
2018-10-17,866716
2018-10-18,858568
2018-10-19,814805
2018-10-20,464296
2018-10-21,353981
2018-10-22,841090
2018-10-23,858222
2018-10-24,855770
2018-10-25,846179
2018-10-26,842904
2018-10-27,492859
2018-10-28,334541
2018-10-29,835732
2018-10-30,851167
2018-10-31,840619
2018-11-01,866316
2018-11-02,785859
2018-11-03,513626
2018-11-04,322036
2018-11-05,853379
2018-11-06,836999
2018-11-07,841086
2018-11-08,841232
2018-11-09,796310
2018-11-10,465852
2018-11-11,344050
2018-11-12,652992
2018-11-13,824479
2018-11-14,820013
2018-11-15,768946
2018-11-16,816628
2018-11-17,437661
2018-11-18,339408
2018-11-19,803920
2018-11-20,807383
2018-11-21,649866
2018-11-22,244365
2018-11-23,473453
2018-11-24,407870
2018-11-25,285466
2018-11-26,681371
2018-11-27,788682
2018-11-28,804497
2018-11-29,809744
2018-11-30,840494
2018-12-01,428105
2018-12-02,339157
2018-12-03,831431
2018-12-04,835143
2018-12-05,816399
2018-12-06,820745
2018-12-07,785144
2018-12-08,456911
2018-12-09,346457
2018-12-10,794682
2018-12-11,817284
2018-12-12,809305
2018-12-13,804783
2018-12-14,789944
2018-12-15,481485
2018-12-16,353013
2018-12-17,791252
2018-12-18,794636
2018-12-19,799278
2018-12-20,762587
2018-12-21,727571
2018-12-22,442692
2018-12-23,330462
2018-12-24,422369
2018-12-25,188696
2018-12-26,515030
2018-12-27,509948
2018-12-28,577497
2018-12-29,394088
2018-12-30,314550
2018-12-31,463165
2019-01-01,248879
2019-01-02,591006
2019-01-03,664442
2019-01-04,668812
2019-01-05,444434
2019-01-06,318623
2019-01-07,723023
2019-01-08,784085
2019-01-09,747949
2019-01-10,747850
2019-01-11,763718
2019-01-12,382464
2019-01-13,301855
2019-01-14,756590
2019-01-15,783113
2019-01-16,800537
2019-01-17,800348
2019-01-18,776640
2019-01-19,337080
2019-01-20,271961
2019-01-21,445534
2019-01-22,757962
2019-01-23,764136
2019-01-24,745872
2019-01-25,568100
2019-01-26,343625
2019-01-27,258884
2019-01-28,668192
2019-01-29,581664
2019-01-30,124154
2019-01-31,282336
2019-02-01,683059
2019-02-02,435441
2019-02-03,322488
2019-02-04,808055
2019-02-05,808858
2019-02-06,799164
2019-02-07,789342
2019-02-08,710682
2019-02-09,423681
2019-02-10,296809
2019-02-11,779386
2019-02-12,741083
2019-02-13,795205
2019-02-14,824482
2019-02-15,754152
2019-02-16,438454
2019-02-17,296482
2019-02-18,555501
2019-02-19,812492
2019-02-20,779660
2019-02-21,813056
2019-02-22,798311
2019-02-23,406839
2019-02-24,288368
2019-02-25,762857
2019-02-26,773049
2019-02-27,797800
2019-02-28,783920
2019-03-01,812238
2019-03-02,454119
2019-03-03,313539
2019-03-04,699086
2019-03-05,761781
2019-03-06,790908
2019-03-07,790299
2019-03-08,781577
2019-03-09,409779
2019-03-10,310427
2019-03-11,784354
2019-03-12,816229
2019-03-13,785256
2019-03-14,777417
2019-03-15,769660
2019-03-16,468181
2019-03-17,337661
2019-03-18,786322
2019-03-19,812217
2019-03-20,782960
2019-03-21,795501
2019-03-22,784281
2019-03-23,472376
2019-03-24,312958
2019-03-25,761448
2019-03-26,794453
2019-03-27,802407
2019-03-28,782670
2019-03-29,764086
2019-03-30,428233
2019-03-31,324724
2019-04-01,825150
2019-04-02,815370
2019-04-03,846418
2019-04-04,791393
2019-04-05,754962
2019-04-06,487323
2019-04-07,331229
2019-04-08,823032
2019-04-09,791556
2019-04-10,760548
2019-04-11,771911
2019-04-12,795077
2019-04-13,473087
2019-04-14,240601
2019-04-15,694149
2019-04-16,725056
2019-04-17,710771
2019-04-18,654819
2019-04-19,643329
2019-04-20,462233
2019-04-21,330270
2019-04-22,767623
2019-04-23,806358
2019-04-24,813407
2019-04-25,820219
2019-04-26,806103
2019-04-27,369056
2019-04-28,338518
2019-04-29,729815
2019-04-30,757497
2019-05-01,841583
2019-05-02,787163
2019-05-03,834369
2019-05-04,495436
2019-05-05,402463
2019-05-06,803622
2019-05-07,805130
2019-05-08,822516
2019-05-09,810976
2019-05-10,816268
2019-05-11,456362
2019-05-12,336476
2019-05-13,783657
2019-05-14,808863
2019-05-15,810290
2019-05-16,768250
2019-05-17,758399
2019-05-18,448115
2019-05-19,332006
2019-05-20,781061
2019-05-21,777647
2019-05-22,811376
2019-05-23,801697
2019-05-24,749827
2019-05-25,483109
2019-05-26,349368
2019-05-27,298987
2019-05-28,769069
2019-05-29,791059
2019-05-30,792091
2019-05-31,817633
2019-06-01,473204
2019-06-02,370049
2019-06-03,814607
2019-06-04,797511
2019-06-05,817943
2019-06-06,819351
2019-06-07,797917
2019-06-08,517706
2019-06-09,372952
2019-06-10,787528
2019-06-11,812806
2019-06-12,768907
2019-06-13,784003
2019-06-14,786956
2019-06-15,447116
2019-06-16,347416
2019-06-17,739714
2019-06-18,783381
2019-06-19,762852
2019-06-20,754094
2019-06-21,741691
2019-06-22,485555
2019-06-23,372216
2019-06-24,713826
2019-06-25,790945
2019-06-26,778502
2019-06-27,763256
2019-06-28,742317
2019-06-29,507082
2019-06-30,342891
2019-07-01,751938
2019-07-02,732483
2019-07-03,761825
2019-07-04,386135
2019-07-05,593204
2019-07-06,464539
2019-07-07,365003
2019-07-08,738529
2019-07-09,760765
2019-07-10,750223
2019-07-11,761712
2019-07-12,738700
2019-07-13,496000
2019-07-14,386786
2019-07-15,733408
2019-07-16,736299
2019-07-17,751727
2019-07-18,681127
2019-07-19,700392
2019-07-20,466646
2019-07-21,360488
2019-07-22,733191
2019-07-23,754783
2019-07-24,754694
2019-07-25,746240
2019-07-26,728460
2019-07-27,509542
2019-07-28,399059
2019-07-29,677033
2019-07-30,744356
2019-07-31,738630
2019-08-01,763703
2019-08-02,740366
2019-08-03,497883
2019-08-04,375863
2019-08-05,727517
2019-08-06,737702
2019-08-07,745371
2019-08-08,746213
2019-08-09,720081
2019-08-10,490001
2019-08-11,376464
2019-08-12,672626
2019-08-13,715539
2019-08-14,708180
2019-08-15,723069
2019-08-16,699501
2019-08-17,456968
2019-08-18,330848
2019-08-19,697759
2019-08-20,670195
2019-08-21,732929
2019-08-22,739175
2019-08-23,720876
2019-08-24,499355
2019-08-25,395847
2019-08-26,693566
2019-08-27,776670
2019-08-28,772893
2019-08-29,769645
2019-08-30,761440
2019-08-31,482463
2019-09-01,379610
2019-09-02,374967
2019-09-03,821674
2019-09-04,861286
2019-09-05,853186
2019-09-06,821645
2019-09-07,486423
2019-09-08,344385
2019-09-09,829266
2019-09-10,856513
2019-09-11,848169
2019-09-12,845028
2019-09-13,822197
2019-09-14,498571
2019-09-15,353264
2019-09-16,825739
2019-09-17,856186
2019-09-18,859904
2019-09-19,845624
2019-09-20,830757
2019-09-21,489155
2019-09-22,338418
2019-09-23,832762
2019-09-24,850825
2019-09-25,859089
2019-09-26,853333
2019-09-27,734962
2019-09-28,476234
2019-09-29,358174
2019-09-30,850333
2019-10-01,905477
2019-10-02,844694
2019-10-03,885919
2019-10-04,851906
2019-10-05,492689
2019-10-06,403747
2019-10-07,845146
2019-10-08,868009
2019-10-09,857532
2019-10-10,855556
2019-10-11,776609
2019-10-12,480048
2019-10-13,319885
2019-10-14,666607
2019-10-15,844826
2019-10-16,845543
2019-10-17,787285
2019-10-18,762811
2019-10-19,499700
2019-10-20,377822
2019-10-21,739027
2019-10-22,772142
2019-10-23,789783
2019-10-24,790853
2019-10-25,757907
2019-10-26,412819
2019-10-27,390090
2019-10-28,762580
2019-10-29,781400
2019-10-30,733054
2019-10-31,698934
2019-11-01,798542
2019-11-02,467877
2019-11-03,356367
2019-11-04,848867
2019-11-05,855055
2019-11-06,840399
2019-11-07,821063
2019-11-08,718820
2019-11-09,479816
2019-11-10,353042
2019-11-11,590714
2019-11-12,756604
2019-11-13,762247
2019-11-14,764328
2019-11-15,794430
2019-11-16,467987
2019-11-17,340985
2019-11-18,807951
2019-11-19,822152
2019-11-20,839934
2019-11-21,790016
2019-11-22,817445
2019-11-23,468337
2019-11-24,358133
2019-11-25,810928
2019-11-26,791651
2019-11-27,669245
2019-11-28,244233
2019-11-29,480801
2019-11-30,386439
2019-12-01,315646
2019-12-02,803894
2019-12-03,849440
2019-12-04,837738
2019-12-05,833516
2019-12-06,799551
2019-12-07,472207
2019-12-08,347917
2019-12-09,786431
2019-12-10,770888
2019-12-11,753922
2019-12-12,787393
2019-12-13,788504
2019-12-14,471203
2019-12-15,348516
2019-12-16,743694
2019-12-17,765207
2019-12-18,734493
2019-12-19,745959
2019-12-20,731997
2019-12-21,454167
2019-12-22,350959
2019-12-23,601685
2019-12-24,462098
2019-12-25,200121
2019-12-26,517911
2019-12-27,552198
2019-12-28,394869
2019-12-29,315428
2019-12-30,544713
2019-12-31,511289
2020-01-01,267300
2020-01-02,651421
2020-01-03,688165
2020-01-04,409243
2020-01-05,314424
2020-01-06,750349
2020-01-07,775765
2020-01-08,744261
2020-01-09,758063
2020-01-10,753866
2020-01-11,345787
2020-01-12,294457
2020-01-13,775861
2020-01-14,807239
2020-01-15,794821
2020-01-16,774375
2020-01-17,737073
2020-01-18,371460
2020-01-19,256029
2020-01-20,477995
2020-01-21,789718
2020-01-22,794213
2020-01-23,768601
2020-01-24,745526
2020-01-25,408051
2020-01-26,318824
2020-01-27,790014
2020-01-28,802484
2020-01-29,793740
2020-01-30,787640
2020-01-31,735622
2020-02-01,449112
2020-02-02,352056
2020-02-03,816538
2020-02-04,806946
2020-02-05,802795
2020-02-06,761859
2020-02-07,778480
2020-02-08,456540
2020-02-09,310705
2020-02-10,799851
2020-02-11,819275
2020-02-12,785838
2020-02-13,746798
2020-02-14,674960
2020-02-15,408435
2020-02-16,338343
2020-02-17,567523
2020-02-18,815098
2020-02-19,804097
2020-02-20,778698
2020-02-21,782853
2020-02-22,463771
2020-02-23,357784
2020-02-24,789498
2020-02-25,781725
2020-02-26,756936
2020-02-27,778992
2020-02-28,786008
2020-02-29,458601
2020-03-01,357257
2020-03-02,785700
2020-03-03,834640
2020-03-04,815420
2020-03-05,803260
2020-03-06,767084
2020-03-07,455672
2020-03-08,343291
2020-03-09,736013
2020-03-10,787025
2020-03-11,767610
2020-03-12,737628
2020-03-13,674594
2020-03-14,347925
2020-03-15,256591
2020-03-16,493179
2020-03-17,390091
2020-03-18,320242
2020-03-19,305501
2020-03-20,303882
2020-03-21,185406
2020-03-22,113282
2020-03-23,212121
2020-03-24,220319
2020-03-25,229414
2020-03-26,211746
2020-03-27,220715
2020-03-28,144561
2020-03-29,111188
2020-03-30,208762
2020-03-31,200537
2020-04-01,235503
2020-04-02,214222
2020-04-03,240528
2020-04-04,154302
2020-04-05,118701
2020-04-06,199323
2020-04-07,202629
2020-04-08,197789
2020-04-09,189898
2020-04-10,202934
2020-04-11,161743
2020-04-12,117907
2020-04-13,199679
2020-04-14,196277
2020-04-15,199545
2020-04-16,213862
2020-04-17,205280
2020-04-18,175887
2020-04-19,135539
2020-04-20,225938
2020-04-21,219120
2020-04-22,213080
2020-04-23,214131
2020-04-24,225498
2020-04-25,156179
2020-04-26,145023
2020-04-27,230903
2020-04-28,229831
2020-04-29,205453
2020-04-30,224948
2020-05-01,272700
2020-05-02,210617
2020-05-03,155791
2020-05-04,244960
2020-05-05,224885
2020-05-06,248434
2020-05-07,247597
2020-05-08,242402
2020-05-09,206907
2020-05-10,134047
2020-05-11,236521
2020-05-12,244938
2020-05-13,259169
2020-05-14,211894
2020-05-15,261148
2020-05-16,204433
2020-05-17,119698
2020-05-18,242568
2020-05-19,228412
2020-05-20,253916
2020-05-21,244336
2020-05-22,255894
2020-05-23,198708
2020-05-24,171095
2020-05-25,170039
2020-05-26,260758
2020-05-27,258713
2020-05-28,250675
2020-05-29,265087
2020-05-30,210004
2020-05-31,86503
2020-06-01,146931
2020-06-02,154414
2020-06-03,207502
2020-06-04,236590
2020-06-05,252137
2020-06-06,184406
2020-06-07,143697
2020-06-08,263520
2020-06-09,245154
2020-06-10,258523
2020-06-11,282597
2020-06-12,276051
2020-06-13,206386
2020-06-14,165299
2020-06-15,294517
2020-06-16,301881
2020-06-17,306380
2020-06-18,305028
2020-06-19,303502
2020-06-20,221620
2020-06-21,165913
2020-06-22,260524
2020-06-23,299680
2020-06-24,286680
2020-06-25,304522
2020-06-26,275240
2020-06-27,233358
2020-06-28,171693
2020-06-29,279383
2020-06-30,298563
2020-07-01,327984
2020-07-02,320859
2020-07-03,272940
2020-07-04,188378
2020-07-05,166998
2020-07-06,301317
2020-07-07,300508
2020-07-08,301892
2020-07-09,301260
2020-07-10,312226
2020-07-11,233152
2020-07-12,174761
2020-07-13,309700
2020-07-14,312379
2020-07-15,295648
2020-07-16,306288
2020-07-17,315882
2020-07-18,219217
2020-07-19,148461
2020-07-20,307261
2020-07-21,297659
2020-07-22,306629
2020-07-23,315401
2020-07-24,318269
2020-07-25,228619
2020-07-26,163332
2020-07-27,295579
2020-07-28,314899
2020-07-29,305332
2020-07-30,307576
2020-07-31,338021
2020-08-01,235944
2020-08-02,169536
2020-08-03,324028
2020-08-04,326128
2020-08-05,319021
2020-08-06,320751
2020-08-07,326107
2020-08-08,232723
2020-08-09,175080
2020-08-10,250672
2020-08-11,309009
2020-08-12,313739
2020-08-13,313917
2020-08-14,315311
2020-08-15,215071
2020-08-16,172492
2020-08-17,304431
2020-08-18,313038
2020-08-19,317835
2020-08-20,317199
2020-08-21,322563
2020-08-22,229626
2020-08-23,167737
2020-08-24,295919
2020-08-25,306720
2020-08-26,311882
2020-08-27,307570
2020-08-28,313712
2020-08-29,228415
2020-08-30,172100
2020-08-31,312659
2020-09-01,320186
2020-09-02,335025
2020-09-03,347516
2020-09-04,339339
2020-09-05,239660
2020-09-06,161152
2020-09-07,189391
2020-09-08,288854
2020-09-09,318510
2020-09-10,320927
2020-09-11,323815
2020-09-12,213040
2020-09-13,183881
2020-09-14,314508
2020-09-15,323465
2020-09-16,323500
2020-09-17,322703
2020-09-18,329339
2020-09-19,240028
2020-09-20,175502
2020-09-21,312717
2020-09-22,324554
2020-09-23,326416
2020-09-24,321314
2020-09-25,338121
2020-09-26,239686
2020-09-27,176943
2020-09-28,299874
2020-09-29,323062
2020-09-30,320186
2020-10-01,336911
2020-10-02,349664
2020-10-03,241921
2020-10-04,179954
2020-10-05,326242
2020-10-06,332474
2020-10-07,333595
2020-10-08,334365
2020-10-09,335842
2020-10-10,248858
2020-10-11,181194
2020-10-12,271925
2020-10-13,334145
2020-10-14,334911
2020-10-15,323424
2020-10-16,324544
2020-10-17,231563
2020-10-18,150496
2020-10-19,300842
2020-10-20,310091
2020-10-21,321256
2020-10-22,318012
2020-10-23,288787
2020-10-24,239353
2020-10-25,160807
2020-10-26,294204
2020-10-27,299100
2020-10-28,318538
2020-10-29,304342
2020-10-30,334559
2020-10-31,224885
2020-11-01,149896
2020-11-02,301558
2020-11-03,317723
2020-11-04,306904
2020-11-05,311836
2020-11-06,318896
2020-11-07,226237
2020-11-08,166538
2020-11-09,308098
2020-11-10,298502
2020-11-11,286362
2020-11-12,305497
2020-11-13,305354
2020-11-14,206691
2020-11-15,136434
2020-11-16,282290
2020-11-17,279757
2020-11-18,285245
2020-11-19,292548
2020-11-20,297292
2020-11-21,206379
2020-11-22,146562
2020-11-23,283365
2020-11-24,264500
2020-11-25,267787
2020-11-26,119470
2020-11-27,221878
2020-11-28,198860
2020-11-29,145682
2020-11-30,255801
2020-12-01,290906
2020-12-02,289930
2020-12-03,301357
2020-12-04,297160
2020-12-05,206508
2020-12-06,144322
2020-12-07,272363
2020-12-08,277139
2020-12-09,293699
2020-12-10,297368
2020-12-11,277727
2020-12-12,181545
2020-12-13,150344
2020-12-14,269583
2020-12-15,273075
2020-12-16,269375
2020-12-17,273791
2020-12-18,284841
2020-12-19,201406
2020-12-20,157805
2020-12-21,280892
2020-12-22,289292
2020-12-23,283137
2020-12-24,201261
2020-12-25,80783
2020-12-26,170294
2020-12-27,139350
2020-12-28,259552
2020-12-29,253437
2020-12-30,244219
2020-12-31,254787
2021-01-01,114115
2021-01-02,186877
2021-01-03,140440
2021-01-04,282862
2021-01-05,281724
2021-01-06,278317
2021-01-07,270340
2021-01-08,272827
2021-01-09,205370
2021-01-10,145412
2021-01-11,262355
2021-01-12,277882
2021-01-13,282529
2021-01-14,275747
2021-01-15,277928
2021-01-16,193303
2021-01-17,143923
2021-01-18,227108
2021-01-19,270497
2021-01-20,257638
2021-01-21,287899
2021-01-22,264517
2021-01-23,190988
2021-01-24,141538
2021-01-25,265782
2021-01-26,233767
2021-01-27,262570
2021-01-28,265152
2021-01-29,285439
2021-01-30,192267
2021-01-31,119669
2021-02-01,285366
2021-02-02,288369
2021-02-03,315672
2021-02-04,278515
2021-02-05,250369
2021-02-06,161437
2021-02-07,110637
2021-02-08,242899
2021-02-09,260772
2021-02-10,267271
2021-02-11,269772
2021-02-12,280767
2021-02-13,186257
2021-02-14,121070
2021-02-15,196912
2021-02-16,206197
2021-02-17,278930
2021-02-18,283168
2021-02-19,287852
2021-02-20,192157
2021-02-21,146116
2021-02-22,280331
2021-02-23,308822
2021-02-24,307300
2021-02-25,300304
2021-02-26,309217
2021-02-27,232432
2021-02-28,158200
2021-03-01,309106
2021-03-02,308998
2021-03-03,333410
2021-03-04,309302
2021-03-05,317629
2021-03-06,228890
2021-03-07,173071
2021-03-08,317267
2021-03-09,327340
2021-03-10,312074
2021-03-11,318121
2021-03-12,323199
2021-03-13,247738
2021-03-14,163299
2021-03-15,265818
2021-03-16,300583
2021-03-17,310656
2021-03-18,293346
2021-03-19,330666
2021-03-20,246067
2021-03-21,187953
2021-03-22,319333
2021-03-23,303876
2021-03-24,320929
2021-03-25,316190
2021-03-26,321386
2021-03-27,235940
2021-03-28,171037
2021-03-29,316586
2021-03-30,324218
2021-03-31,313521
2021-04-01,330414
2021-04-02,329144
2021-04-03,258780
2021-04-04,178580
2021-04-05,313426
2021-04-06,338664
2021-04-07,340512
2021-04-08,302569
2021-04-09,330542
2021-04-10,212976
2021-04-11,177686
2021-04-12,326192
2021-04-13,335197
2021-04-14,320689
2021-04-15,321850
2021-04-16,334144
2021-04-17,237265
2021-04-18,177249
2021-04-19,307407
2021-04-20,310048
2021-04-21,313705
2021-04-22,336610
2021-04-23,341811
2021-04-24,234939
2021-04-25,175558
2021-04-26,337128
2021-04-27,352388
2021-04-28,303689
2021-04-29,327089
2021-04-30,358329
2021-05-01,266141
2021-05-02,195776
2021-05-03,334667
2021-05-04,330540
2021-05-05,346837
2021-05-06,322453
2021-05-07,351011
2021-05-08,255252
2021-05-09,158199
2021-05-10,317899
2021-05-11,338523
2021-05-12,337223
2021-05-13,347914
2021-05-14,353950
2021-05-15,234951
2021-05-16,195939
2021-05-17,333150
2021-05-18,338267
2021-05-19,331674
2021-05-20,350455
2021-05-21,353721
2021-05-22,265066
2021-05-23,184730
2021-05-24,338290
2021-05-25,345371
2021-05-26,349319
2021-05-27,334991
2021-05-28,313635
2021-05-29,266944
2021-05-30,209937
2021-05-31,194901
2021-06-01,349451
2021-06-02,356620
2021-06-03,382161
2021-06-04,374475
2021-06-05,278036
2021-06-06,204309
2021-06-07,343982
2021-06-08,366854
2021-06-09,367755
2021-06-10,374697
2021-06-11,375533
2021-06-12,265224
2021-06-13,219260
2021-06-14,362267
2021-06-15,372531
2021-06-16,374362
2021-06-17,372186
2021-06-18,362823
2021-06-19,276925
2021-06-20,194025
2021-06-21,349781
2021-06-22,376511
2021-06-23,362682
2021-06-24,345186
2021-06-25,343853
2021-06-26,232678
2021-06-27,219887
2021-06-28,337566
2021-06-29,346254
2021-06-30,356837
2021-07-01,397781
2021-07-02,389185
2021-07-03,292341
2021-07-04,214496
2021-07-05,237811
2021-07-06,378230
2021-07-07,371601
2021-07-08,375578
2021-07-09,389894
2021-07-10,275612
2021-07-11,189913
2021-07-12,363268
2021-07-13,375230
2021-07-14,396163
2021-07-15,374072
2021-07-16,379552
2021-07-17,296714
2021-07-18,226558
2021-07-19,377772
2021-07-20,390578
2021-07-21,392548
2021-07-22,390531
2021-07-23,386289
2021-07-24,280927
2021-07-25,221645
2021-07-26,373206
2021-07-27,387327
2021-07-28,390425
2021-07-29,394751
2021-07-30,402364
2021-07-31,292772
